fn_list,y_true,y_pred,0,1
../dataset/extracted/d4f7260bc9ad79e18529e1a36348d171998c080a29018b1b2323bf1c42d12d87,0,0,0.98640126,0.013598666
../dataset/extracted/6c7120e40fc850e4715058b233f5ad4527d1084a909114fd6a36b7b7573c4a44,0,0,0.9716513,0.028348677
../dataset/extracted/122399d74366aa483a6a9200cc2e0cc039a19d9e18ca7e2f09e98f2401cc948c,0,0,0.99374324,0.0062567363
../dataset/extracted/a908f128b77e8488fd2209fc162779b05ec9b633493751a0f30b2e5664c7183b,0,0,0.9787153,0.021284733
../dataset/extracted/c10d7ea92fa96c79cfc3dd6957cad346ae3efd611eb4cca6e368c5c0fcad87be,0,0,0.66292876,0.3370712
../dataset/extracted/36f45a42ebf2de6962db92aaf8845d7f9fd6895bedc31422adcf31c59a79602d,0,0,0.9969007,0.0030994008
../dataset/extracted/f4f27a1732fc0b9b969c11a1adb3a462a56b4df64f93aea40dc9f301b3dafd5a,0,0,0.57703507,0.4229649
../dataset/extracted/882f7d2667d8675526400549191436c7aee9957b9d7db20e5bf1062e0217c5b5,0,0,0.8083417,0.19165835
../dataset/extracted/ac1b3673e4c5425e7afb40dfcb8ac485344c4d051fb96b71ed2ee2e87ef68e3e,0,0,0.9935783,0.0064217015
../dataset/extracted/97f35f6ce242fde9f8aab7fbd3e94d8f530d563e7c5d177bb1ce274f3ac34e58,0,0,0.96632487,0.033675153
../dataset/extracted/273a23c75f61ec45604af40b4e99ebdc908f4845ccd7d7db904fa2cdd32e1c68,0,0,0.96939564,0.030604403
../dataset/extracted/6c0c3172ba927af3b3cb7a8dec90ba35a1e1d4f0b9086e1385de83c682860f73,0,0,0.99973017,0.00026977836
../dataset/extracted/49ef2b98b414c321bcdbab107b8fa71a537958fe1e05ae62aaa01fe7773c3b4b,0,0,0.8653055,0.1346945
../dataset/extracted/4ff7a702221ebf66c6d143067eb2a2d2339ca6b65e1d5df388b270fc7b44101b,0,0,0.85538346,0.14461654
../dataset/extracted/d31374adc0b96a8a8b56438bbbc313061fd305ecee32a12738dd965910c8890f,0,0,0.98965013,0.01034983
../dataset/extracted/321927ab6a9cd6d225f28b8d8f50657b0c6944a6b75477f3fe0478f6a13f1425,0,0,0.86192584,0.13807414
../dataset/extracted/f3a36a3bf1e05c8425cd5d20883dc73c6a678fac07eeaab91b820e422b9fec45,0,1,0.3629062,0.63709384
../dataset/extracted/de53551580d7bb6dc5e2bec8b5a0830b683a539d5327cdfecfa73956046ab78b,0,0,0.9934197,0.0065803328
../dataset/extracted/68e3e9d53ed4f88461c0ee4ff3f04be9e4e03eebfdb77276ac5e6096e37b8cfc,0,0,0.9886007,0.011399295
../dataset/extracted/94b3b3b3a3fa3728c330ad591b9e3c9c31b5b8067e3521a67cbf7512fda42fd5,0,0,0.99490875,0.0050912416
../dataset/extracted/e40bebdd65b66ca2afa076fd0f5e4010bdf16b4e326f8c53b6c8871cdc0eb20f,0,1,0.36887696,0.631123
../dataset/extracted/b3a5c562e3531fb8be476af4947eaa793a77cc61715284bfb9c380b7048da44a,0,0,0.65683955,0.34316042
../dataset/extracted/6de091db9dfceab8b867b3b52953d270b69eea7529d400d144d6339bcddac01c,0,0,0.9985505,0.0014494936
../dataset/extracted/e88f5bf4be37e0dc90ba1a06a2d47faaeea9047fec07c17c2a76f9f7ab98acf0,0,0,0.99439114,0.005608879
../dataset/extracted/b628e1951c0843b048cf8f4884753ef622bcbf3c06499c25f9f96201d8ce8def,0,0,0.91220677,0.08779321
../dataset/extracted/f95f64c27687d6e8340c41af3b1a0128011eb61ab8a847280e8db8e344c62d86,0,0,0.9784042,0.021595716
../dataset/extracted/ce82f2b530f028644c8c7238c065eb88e4af153598447179aa784482efba454e,0,0,0.9914381,0.008561945
../dataset/extracted/1039f5492d975d1f215255397ebc2419fb136623682ee004e39970fe9b84dce3,0,0,0.7273449,0.2726551
../dataset/extracted/9bfa356f71859ff0a0c97136cc795ed56edb0966e826c7bd988b89adafaaa971,1,1,0.10172649,0.8982735
../dataset/extracted/36dbe5147c872da08b1c29cb581ff44f09e24e6db060b3ad16810f1481b5f1df,1,1,0.0308023,0.96919775
../dataset/extracted/99a95f35b5104db2de761b707492b113fad6383338d72b248c5b150d8cb90be9,1,1,0.25756383,0.7424362
../dataset/extracted/8e9183988d5e4ab96642b71861c3d1ca10769745ba0ec9fac64352e685fc18f6,1,1,0.06817969,0.93182033
../dataset/extracted/20cf6a9af39ec4f9d3684e862c16495c161add34a3f224714b416dfa5b1968f0,1,1,0.010133945,0.9898661
../dataset/extracted/98165b4667ae606a8ff0c8f398f584c264f1bf337344f4f4e6ac9ef4b0322d7e,1,0,0.90329754,0.09670249
../dataset/extracted/f8bad600e5586dc3a0c924db4923c6f8f7fefdfe47d2605a59379da8b8291fc0,1,1,0.259629,0.74037105
../dataset/extracted/472a9cfbba1990d438c92cda1b7d73c9940e5fd0523beb6483de025f25c28314,1,0,0.99946374,0.0005362938
../dataset/extracted/dbe718e86f504515e6bc25f7ad64db7b38e60dde3bffe71c4bb65cb9ee15d57f,1,0,0.7685701,0.23142983
../dataset/extracted/0efd49bfbdc8655e5db47d45b6ce4c2c64d6152665f45ef7ac57f04459369487,1,1,0.029304694,0.9706953
../dataset/extracted/64d47b28c1493d7592a5a0e58ec772f96054aca52203b4e7982daf12b86b4a85,1,1,0.062464006,0.937536
../dataset/extracted/e8aa2f98fe34a9be82fd0ac4c71eaefd42593d2d1491eb998c32b1da2eeb6ee1,1,1,0.0037474835,0.99625254
../dataset/extracted/2e8d265191a86af4195ff0cdc24113d74369a05128a72b5212cbac6d7f94306c,1,1,0.099349484,0.90065056
../dataset/extracted/babf823e9cd1af89ab0388a5acc884c0e1367d0ab014f440bfe4a70b4d2207b3,1,1,0.045967165,0.9540328
../dataset/extracted/f4ab6fe2bb30364f3762f325d08ae3c00724faedad72facdb078d681b5afd47f,1,0,0.9586332,0.04136677
../dataset/extracted/3fb1c5e1e621d1d465528d5965f3ae17cd809300d668b350e6b8c63381741df8,1,1,0.029987795,0.9700122
../dataset/extracted/639dceafe6e1d4b8a8bd7be4bd54b2a8fe8602248904dd3df5e11bdbb7da8048,1,1,0.045893617,0.95410633
../dataset/extracted/d55f64be74e8ca9e775ddbc5553937f90473722319397359dd73d794cad284f8,1,1,0.0995938,0.9004062
../dataset/extracted/8712b5ea1f948ac77314da261fd5ac705c192364dd5ce4ab1edcf088d1c120b4,1,1,0.19886427,0.8011357
../dataset/extracted/579bbcfbd9d5631489f5a2be73970ba67e51f3fcd7ac296695f83eeb04bcb2b0,1,1,0.100348495,0.8996515
../dataset/extracted/028ac5de8fd79e52ab428bda72bacfd461907a78848d37d661223a7caf4f683d,1,1,0.0075315814,0.9924684
../dataset/extracted/b217cc0ab459e802c8a91ccee045eaf30bd3648a8cc1d4a6907319e2ce806ede,1,1,0.05334736,0.94665265
../dataset/extracted/e921ab8160709c855161070ac6f2143d32893261ffae0f3b7bcbf52a0bc1fb32,1,1,0.02708628,0.97291374
../dataset/extracted/bb5a5d2c120a3d1e9fa96cc00bc7b4c0a78c13077e3f37ad4733f8c9e2e0e7bc,1,1,0.0794725,0.9205275
../dataset/extracted/bba3dda3733567019a876b734556005b0d9b727dadc55d215461d7e47dab808a,1,1,0.006193656,0.99380636
../dataset/extracted/76e505edb12c9a1f0b1cf70f0e88f68e3116dbad2e759cd7688bda07c9a20692,1,0,0.7934789,0.20652111
../dataset/extracted/729a8307c2783d4fdd1f33f7f3bf7d3cee3ee0532c2a5f2093bf4a4937627c6e,1,0,0.56939983,0.43060014
