fn_list,y_true,y_pred,0,1
../dataset/extracted/805cc7b05686815be09b5173c4c7037eb91f14f27792ebbb8bd90f427d1ca5b1,0,1,0.48532414,0.51467586
../dataset/extracted/e84ba9087fb3f2f7f484f20e9cc0d97d3747047e47aeea510732f319f5c9d514,0,1,0.27302748,0.7269725
../dataset/extracted/c5e9df74abe15f2751681117fd7efbce03f93157a3ccc314d51da9060dab3790,0,1,0.45742628,0.54257375
../dataset/extracted/bb6db1618198989ff609500398eefa5de8d255efb9ce7a26de805efe221ea7bd,0,1,0.3739394,0.62606055
../dataset/extracted/6235eb409e3f1e47191e46005f8c49ff0ca8c6fb0a94c96829f38ace16090527,0,0,0.6430524,0.35694757
../dataset/extracted/dd52dd9975e9416fd24d4230c84fa82e1edbdfee75670486d5a38ef9cc042960,0,1,0.32910827,0.6708917
../dataset/extracted/6d910cd88c712beac63accbc62d510820f44f630b8281ee8b39382c24c01c5fe,0,1,0.41090694,0.589093
../dataset/extracted/c3c0c95173c488261bef90729dad997babf68fcf75c5013a543bef4542e15b1b,0,0,0.75297415,0.24702585
../dataset/extracted/27876dc5e6f746ff6003450eeea5e98de5d96cbcba9e4694dad94ca3e9fb1ddc,0,1,0.25372633,0.74627364
../dataset/extracted/f03c933ca41df5aaae0ab3ad58045038458f89b90d6634eeab918adff15af789,0,0,0.96612585,0.033874124
../dataset/extracted/066bf4cca227eae7a9e46e65fa518c08673ae7cc19e9563d36a7e4a1325f14af,0,1,0.4494624,0.5505376
../dataset/extracted/6fecd042c3c0b54e7354cd8dfb1975c626acd8df55f88c4149462e15e77918b0,0,1,0.3894744,0.61052555
../dataset/extracted/41009a7ee00d2c640e9f8681f65352b85eebc43f5536ea078ac91372a60f5ee7,0,1,0.26963088,0.73036915
../dataset/extracted/4994822460df6734a914406bd1c6cae1cda6dba631d5914c23ceb169f0311643,0,1,0.3684877,0.63151234
../dataset/extracted/1ba4f8d569dafdf2c0152d706fc9cc3d6eb646e8ea639c410c8f95e07bc2551e,0,0,0.8616267,0.13837335
../dataset/extracted/9acbb8bed33a99664cc74d2d85f6db0dfba921f221b67392793f047b6aaadfb8,0,1,0.48720595,0.512794
../dataset/extracted/a1b80abf76fe66c4a98d8f5e091ef5cab00ebbddf2aac9e1351d1c040568a0e7,0,0,0.8486329,0.15136707
../dataset/extracted/bd35b10e076fe95e122a3dd7fe93df7621cac7e3c32261adcf45a81c10f6f692,0,0,0.6242837,0.37571633
../dataset/extracted/adb5aecc46f0bceb86e6498d3fd873fc6ab501247521bea529b4a8c9df84ca02,0,1,0.4981517,0.5018483
../dataset/extracted/3adacca54c6fe4bb905e233e48dffd8f6d03078d3d2d309d40e2e67a04a70db1,0,0,0.6893465,0.31065345
../dataset/extracted/62082c6af516080115a3a2a255c89775529e63c57bc2441c89272de438427bd2,0,0,0.6447396,0.35526034
../dataset/extracted/8cc24c507de155942dd99f94f90f7cc8088cc74ce6e89155b764e5d40ca649f4,0,1,0.25767985,0.7423201
../dataset/extracted/df2fe088b74dc4b05109e29c4fa598311a261cffbba5e37e4a7f0676bb6fc6eb,0,1,0.48605153,0.51394844
../dataset/extracted/4e8dc34e7b93faebc05c43efcee6a1d6b7f619c569a3e029e81a0006a3573ca2,0,1,0.30719796,0.6928021
../dataset/extracted/d4e3e172b1b928707369b7774919e67cbd655aaf682b9462dea8dd405f1087b0,0,0,0.53376913,0.4662309
../dataset/extracted/2d752e8a6e42d4b1d14e4400cccb5f1bda3dccd1264d09f4bb2fefb6b6f5048a,0,0,0.8069014,0.19309868
../dataset/extracted/8086adf9963faf3b6142bfecbab01d12874cbfa12b0e7de00196e48d9220ebca,0,0,0.74006486,0.2599351
../dataset/extracted/0d9b14ee7ece5b54a6fb0a0de9af9e556d6364a9f84e78a6b120fd96957a16ee,0,1,0.2569801,0.7430199
../dataset/extracted/96d98af88fcf36f00c3b9367e390461df1264602351fc3cf49d36f10e555641c,1,1,0.26614434,0.73385566
../dataset/extracted/3449b1d75b5cba3cc941a2cbaaf6d0e37d22f36a7f947721767e87c16f889e02,1,1,0.27177495,0.72822505
