fn_list,y_true,y_pred,0,1
../dataset/extracted/a747aab7d9fa397b28db3b7fbec771ce9b296fc701cc98be6b2d0e44364ce3e6,0,1,0.48031604,0.519684
../dataset/extracted/60a53eb8dd79772ae2989f880925aa09b3b0feb786940ddef8dc8959d8185b11,0,1,0.48236135,0.5176387
../dataset/extracted/73794263b657632805c8c3907e2f20a9743d8c9b83aa3e21629eccc5de02b1ca,0,1,0.49056524,0.50943476
../dataset/extracted/a00c38c3e85b0e55c3d6adc7ec58cd48bf82d433d6b91964e08a86c6c2412cc3,0,1,0.4853245,0.5146755
../dataset/extracted/9edd5b765a6b4d8c3fb8b3998a7b289bfed23b22db68eb1ae30c5495d0d2677a,0,1,0.4784701,0.5215299
../dataset/extracted/801a2d3687e64f6d0f70fefe1ac09686716e7317b88f3b24e54e76957601346f,0,1,0.48282576,0.5171742
../dataset/extracted/cbd62862584f8544aadca0b4f8f3405576378f5542b776bc4e91f384ad146440,0,1,0.48090228,0.5190977
../dataset/extracted/4f4fa26bc26fd90c64dd3b347a92817b67b64506c025248330aa69b00b97051f,0,1,0.47971505,0.52028495
../dataset/extracted/b1640f9580026e7686b1b660e973fb95f0f22d04b545dc1c947330ff87cb80fe,0,1,0.4764613,0.5235387
../dataset/extracted/0c1b59ffa9790458828171d7d290ea0d4743412bd7fb52bd0b618531002da6e4,0,1,0.47504216,0.52495784
../dataset/extracted/0c50ddf7295d4ddfafae479e7c3ce21ca6416442c0c8c5e90aedbb3e583a8b20,0,1,0.48307064,0.5169294
../dataset/extracted/1253e1778714a41b79662dbf9a353afd01a8e72097b3202cc207dd9896c6d7a6,0,1,0.4854847,0.5145153
../dataset/extracted/ec49983235a079c72c32212f0e216fb8ebd2354b6936c39cfd736c4a2dd018e4,0,1,0.48288035,0.5171197
../dataset/extracted/b59977676c75d6eac63807202935f165b43583600aed80e44cc1fa9e9b0084b5,0,1,0.4760755,0.52392447
../dataset/extracted/82f766d5c587875e44f664166ea2cc5d32e29d5a442182b4fadfba770372c5f1,0,1,0.48187935,0.5181206
../dataset/extracted/312dc69dd6ea16842d6e58cd7fd98ba4d28eefeb4fd4c4d198fac4eee76f93c3,0,1,0.48003554,0.51996446
../dataset/extracted/3ada3cd02c9b7c3872b6c132b5916702d874270798c766db6eb347c7561deb1c,0,1,0.47611648,0.5238835
../dataset/extracted/813c529de3006284b4e993a1ec5261bd8387d08379dc9595992ed4dcd6e38b71,0,1,0.47610176,0.52389824
../dataset/extracted/4f7684e8a44267d4f954681a0840fb4d8b125684c13c5593c4b73795b3787154,0,1,0.4766198,0.5233802
../dataset/extracted/71c813f0e0a96b5b85c5d798dee316794fc4715703656732e3d42518c8f141ba,0,1,0.481348,0.518652
../dataset/extracted/6392e0701a77ea25354b1f40f5b867a35c0142abde785a66b83c9c8d2c14c0c3,0,1,0.4862477,0.5137523
../dataset/extracted/e575c39549529d79d3346a5bb09cf7b484083a83c56db65c5db686a41da9a2bc,0,1,0.47672424,0.52327573
../dataset/extracted/5f2307cd0c97c7fc63a2a3816ce62c493d0259dcaa0c8b0bfc7d39c4ce89b38f,0,1,0.47693652,0.5230635
../dataset/extracted/ea43d8973fdfa6eb77e1f6b6a5276c5e06c614071d26f68f19fbcb25fe09aad4,0,1,0.47974375,0.5202562
../dataset/extracted/48c6e04e72dfd0df816c4d44dc7a1cdc64c704d34be8b8e6c23a1500927f4b97,0,1,0.4833601,0.5166398
../dataset/extracted/f6585f10656585f5dce353530fb3db3d8de2c311480d5e199d8605a7fd898581,0,1,0.4823139,0.5176861
../dataset/extracted/d3a89d42b64d75550a86dd4ae0a7b988e62160b0eff6b1e43038757d15fef40b,0,1,0.4813891,0.5186109
../dataset/extracted/c3fc6ff8ad62804c0e408961e035c03c51ad9bb2fe858c5dd0db0b429bda5263,1,1,0.47589025,0.5241097
../dataset/extracted/5bf0a90a19b7001cafbb7e230a9b13a4d684dcb6577e857557457d1ec177ba63,1,1,0.47773674,0.5222632
../dataset/extracted/e9820ccf83d85d5042b1769d1c1d73181894f432025cb683b10183c4751db115,1,1,0.47572345,0.52427655
