fn_list,y_true,y_pred,0,1
../dataset/extracted/8585342d297b4726900e8818817b14042e1a3da5a1497380572a64dcf6d4819c,0,0,0.8800568,0.11994322
../dataset/extracted/fb89aa6bec5caf7d2b6a2e80b90f65642c9de6468ef9ca56c91e1eaca9a2399b,0,0,0.7920717,0.2079283
../dataset/extracted/960dd3e404e86b5de9ee7092ba7d5a28aa3287d4c780d0030f6fc34e1e507103,0,0,0.8621901,0.13780992
../dataset/extracted/6c38678549ff31aff2c0164566c2494f57987b1af43650f476a824fc10b26108,0,0,0.9631552,0.036844745
../dataset/extracted/5a723f65da58bdcfc639f557f490213ca8c5009db0ddde7fffef8d2bcf3966f5,0,0,0.92021996,0.07978005
../dataset/extracted/8a42487311075e69f202f6f0fa3058bda3315ac085bc40ae8aa7daf40d042a54,0,0,0.8104259,0.18957417
../dataset/extracted/3bff207897f6d8cd8f8e178a565d5efdd7d65c6bc270636995d328c768b02af2,0,0,0.7422599,0.2577401
../dataset/extracted/782340af6a0257cd3cc31986455046e22198b9df78be5ca33745564949fbc6f2,0,0,0.9734933,0.026506793
../dataset/extracted/b43805374da8cfedbc592cc8fd6c32609a437f0031d1469e72a8c7ca99486461,0,0,0.88088983,0.11911016
../dataset/extracted/c466345ca697cdf2ad5fee438bbb842cd7f2a154f4b963be02dd03199dfd839d,0,0,0.8286852,0.17131475
../dataset/extracted/86e091ebce3ee9e9de15bc600bed01ddaa6668794d40d70bbef02386304fd7c4,0,0,0.8137224,0.18627764
../dataset/extracted/3b0840daca0bb4f377c8f58b53015335a17b7b5e2a5afd5c029b227bee24d0c7,0,0,0.895509,0.104491025
../dataset/extracted/da29ff774a0facd58bdfb3a45d12024bda401bba91f87077784b5b79251805c9,0,0,0.93669564,0.063304365
../dataset/extracted/4521a74337a8b454f9b80c7d9e57b4c9580567f84e513d9a3ce763275c55e691,0,0,0.8862724,0.113727614
../dataset/extracted/e9c55380638ed586f7034e12fd07ee33ea8b9a8bc75145614cc4af6d1667488b,0,0,0.8263194,0.1736806
../dataset/extracted/c64598688487febdbc958218d9f989953491ff3946a7d7a2805f5a32149db38b,0,0,0.8419389,0.15806104
../dataset/extracted/4487b345f63d20c6b91eec8ee86c307911b1f2c3e29f337aa96a4a238bf2e87c,0,0,0.9832109,0.016789047
../dataset/extracted/ac96863726364ee362d7ea1c603bd3236c31d5092b918b698bef1b206ed954f1,0,0,0.72385913,0.27614084
../dataset/extracted/b8eac20bec1c24cfd556f543764c85fb614123b34c98f000bdd8db49dff0521e,0,0,0.7169442,0.2830558
../dataset/extracted/9cc38ea106efd5c8e98c2e8faf97c818171c52fa3afa0c4c8f376430fa556066,0,0,0.7533236,0.24667634
