fn_list,y_true,y_pred,0,1
../dataset/extracted/edfd1f1ca2e13ee5644eb75e9fb842acd20b9f5195ad2911a88c515018ccb4da,0,0,0.5328466,0.46715334
../dataset/extracted/19aa5019f3c00211182b2a80dd9675721dac7cfb31d174436d3b8ec9f97d898b,0,0,0.7542342,0.2457658
../dataset/extracted/f09b51ab1ef4c2dfbb0e6daae573921b93925d5f820b217f640e4c19cc15be6f,0,0,0.76959294,0.23040707
../dataset/extracted/fb8c824c97a60f2b478264b46b626227f25b74c217ca577f590aee9d1829f090,0,0,0.6268617,0.37313828
../dataset/extracted/637aef27fca11245278a48f70535902570ef526ba19bcb8a675f07cdc7788993,0,0,0.82279634,0.17720367
../dataset/extracted/85bca7ec25d2b226be5e8e20d51fc7718366f70291a398b6aa617d734a3e7ba1,0,0,0.70197314,0.29802683
../dataset/extracted/d91807db680531bc9f41c4d56229558f39f04c0adef4448be9d5b4691eb919e8,0,0,0.5093308,0.4906692
../dataset/extracted/96b33f498ab8b4894fac4da41e0e7f11e9f3eb32b03e5a2213e1c47c497cb852,0,1,0.49631158,0.50368845
../dataset/extracted/da01734bacb716ac303f3018d3c4cf7fdc0784d157bb99976bd3d5a51381d34e,0,0,0.69715315,0.30284688
../dataset/extracted/6a5a9b0ae10ce6a0d5e1f7d21d8ea87894d62d0cda00db005d8d0de17cae7743,0,0,0.8677581,0.13224187
../dataset/extracted/cb0c8681a407a76f8c0fd2512197aafad8120aa62e5c871c29d1fd2a102bc628,0,0,0.8349155,0.16508454
../dataset/extracted/42fdf3714f5b2598e348ce4e6f57937f831fe6d3b3c6d975854f66407567dac5,0,0,0.8241567,0.17584336
../dataset/extracted/39a1d2f60602dd24a669bee6b10bdbcf4621a35ef339745e7ac384e46d6dc303,0,1,0.47237465,0.5276254
../dataset/extracted/529adca3e873d5db03dc3c8c1ab184ed19135fbe0c8fde80429b7b0072ef41ad,0,0,0.7726635,0.22733648
../dataset/extracted/db528ef62742f77fdd26580ebab7f386e6f5cc6ac619376851656effa629b2aa,0,1,0.4070134,0.5929866
