3649ba44c8bfa4652e21d86f48ac37cc78853b3b441b1cf6c87904a7f89a5ae3,4,4
d8cb812c19582e3f2aa58af4bd083481846b17664f44d8aba0f5a2b7f00d136c,0,0
fd7d7ba82103e877ce67e3ddaa3fa8a31d9cffc1dd7b22a9e26308fc5be4661e,3,3
e429670fe4d92460878a28adb68ac882b7f4e774a6fb4470acda64dcc9d4f4e5,4,4
825858c467b49923adac73ee23fd972ac5fb709690ec605e153315398b991dc1,0,0
7377dbeae24742a3d072f5534b14609c8efab8af7a60b8daf465fcabf9cbaf99,4,4
3233207ca07e462ffe5dfcbf8c1fb3f844e7a0455c9deea1b1c3b07f6597e16d,0,0
5b99a3115252b6248ca19fafc44d2007b89fb08e6af10e7912bca1c4ad84c650,4,4
13765eb12853f6268ce5052295c25e2fe53acf6e7b04c1c0ae1c78c5f4ae52bf,0,0
a7b230593aa43c701c30862d3054b4510ed1dea1fd5f219b1c3bc11321bab73b,1,1
ded70a8fc7074ea0ceb7f489b2ebb1198154a2507538fc73cbb74712d5fc6d19,1,1
1c2456bfc3dd5d67413915adb867bdec6ba7c99cee96bf2a3e4fe28a4992c05e,4,4
6aca45bb78452cd78386b8fa78dbdf2dda7fba6cc06482251e2a6820849c9e82,1,1
0977c716562852b4688b9ff9a488e98e53501ad017f9e035b85b617e5f114e15,4,4
e3edf761708cbf1947d6f317ad446c3062b11c815f6189912e7dc28006603090,0,0
043c169d0584b09a3b079fe7f34d61caf807b8ec8e0ab52c152d16f29fb2458c,4,4
92efbecc24fbb5690708926b6221b241b10bdfe3dd0375d663b051283d0de30f,0,0
37cc27217109c2599463baf39bb3adbe09382fd89f1403aaddedbf59343da685,4,1
690ee2d7634319624dc5682e96eb6232ad9f9598fcced20abc814eb76fbc7e15,3,3
36dacc9e50230061dd57615e49155726211e197cb7365ec72cbfdee29903c866,3,3
101e70a5455212b40406fe70361995a3a346264eabd4029200356565d2bacd6a,1,1
c5d3906f7c6f39c16bb9b3d8061026d06f8a6dbb9a363fb190cfa476abde6a76,0,0
7fb1a6f23d30495ad7367d38aa763f36701cbc476c868fc9d37a946e9bc26d53,0,0
a52762177877479859e4f88a13f605ad1e69d759019cf49dcf026781375b74a7,0,0
3ac11a74275725a22c233cd974229d2b167c336da667410f7262b4926dabd31b,1,0
143160f9d34f9e23433b78c2c820906d2814ac17ce625bec423ee547290f1184,0,0
66ffdf64b7b06bbdc3a560e6024eeda9b2c341716e373a1229a0d202dbd9e5ed,4,4
73d3ae3798e4357e9a162911530f647dcb5f5e07aadad6c9e88a7237135daa56,0,1
02815b72ed3449fd6004e007940ea8a8ab09bae4132739a4c7c705c2db0a1f89,0,0
ff7b2d114809b508a6a4b9b270cdaaa8d1c032e49a164db0ebdab5137de99d7d,3,3
86feb1f92077553f386a6ad2068db88ae15e21d61a09d9c6e29b51cebe4d6573,4,4
4142fcde447fc96fe3b95e93be525cdf365723c74481bfb3f36b192d85c04656,4,4
8d1ea4ce5ddcfc103b7d4fef662d6149c10bf8bb44ef81bf47665487d714fca0,3,3
98af3fb72e2530a7d0da0aa4cbfcb2df45ed661972f4789f9ec6576de853e84f,4,4
acace7911bafe3bf4cf7f6940f8a5046ac8034195584cb1c43794aaac831df36,4,2
aed64804a5191a6c119cba1f81ad5f09260bac0f8642d1f0101da73e8a7b3329,4,4
4f0c3c9cbc73a098c8e4d51c221b55b7ad9eae5031c8b7e2fe5c9c42364de9e8,4,4
6e92c2d298e25bcff17326f69882b636150d2a1af494ef8186565544f0d04d3d,1,1
45616aa851bd57511c34fbc8e70541e3ebe0d7d1dede63e53b03467a9f01ef0e,4,4
5dcdf2e8f1b9348bfd3330a31a70a4b5fc03dd86e45553dca9d85f74f9d8ec6c,0,0
8576a5f00e5d047ce1df38c18c85586f157887523d534a623d0ae7e3ea9714dd,4,4
bbf138cfc11226d1b1d9935bb4c01541db344c78abb4f9275cdaa1bc5b36c07e,0,1
c47e4ebbc8209fd472bbfeab8891ddc1d63d542b3854e7a96b1611b3ac26c396,3,3
58da2fe190b50f90484753f92fafe9f61a13c9217e593e55b6dafe32b12dc049,0,0
f8754171e8b6cb5266055c9d5184f46eae5beaa2f19dd95eb4738e75d12537cb,0,0
72d40c0fa8f179c2917455df6d1ae7ab7736e71ce5752955dc58da18310ebb8c,0,0
d7df9d77e4c606c413e24744a97a831729cddfa350dc29464e5117af318fc03a,4,4
e82ced9bcf61f3339688284bca9f3d918a1a031fbfc7b0c404a31777eba1116b,3,3
744f2a1e1a62dff2a8d5bd273304a4d21ee37a3c9b0bdcffeeca50374bd10a39,1,1
0d10069773715beb5da7a4433fb5a432b0de4662e1495251e4698781a3be8be7,0,0
2201a2f592066819ff5163b41c6b1db5fc37ef873ab4f1d0f30c9a80448bce15,4,4
90e00411ed4ae57abb39135e1c14b52c0d173a7bc887d78307026c195a07ccee,0,0
1cd3b3df8cdf83f6a44439cd9ab18114c235e8a0ed1c9d73285ab671e2b14161,0,0
2faf7eebd5d7392726b7e311b00ad3e20f4806a47bc4294de83128d1b50ec896,4,4
129b10324274afaf7e99e4973fdad83fe098d02726e1ad1c3334fd99eef7f1eb,0,1
52d1b5387739dcf6a68efb21e8ccf83b9b29fb29724091d7a8084d2315f81d80,1,1
226c33934e091b0fb561653e4776c2657e9be27fd3d60e1217e494e09ae69dba,4,4
9b5b3c037d7b20322b80da3cd787cd7da0526d92c7dc72822f8fdcd32fc01b6f,0,0
4487b345f63d20c6b91eec8ee86c307911b1f2c3e29f337aa96a4a238bf2e87c,0,0
c6e3f359ed7de057cb2de0dfc306f68ebede5cce9046ec16e5078942df30c3ea,0,0
